timestamp,tender_id,title,organization,estimated_value,deadline,days_until_due,priority_score,qualification_score,combined_score,cable_type,voltage,length_km,cores,armoring,conductor_material,insulation_type,standards
2025-11-16T01:36:59,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T02:37:29,NTPC/IND/2025/LV-CABLE/003,Low Voltage (440V) Control Cables for Industrial Plant - 10 KM,"NTPC Limited, Dadri Plant, Uttar Pradesh",5000000.0,2025-12-15T17:00:00Z,,0.550,0.830,0.830,General,440v,10.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T03:38:04,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T11:16:21,NTPC/IND/2025/LV-CABLE/003,Low Voltage (440V) Control Cables for Industrial Plant - 10 KM,"NTPC Limited, Dadri Plant, Uttar Pradesh",5000000.0,2025-12-15T17:00:00Z,,0.550,0.830,0.830,General,440v,10.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T12:42:33,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T13:43:48,NTPC/IND/2025/LV-CABLE/003,Low Voltage (440V) Control Cables for Industrial Plant - 10 KM,"NTPC Limited, Dadri Plant, Uttar Pradesh",5000000.0,2025-12-15T17:00:00Z,,0.550,0.830,0.830,General,440v,10.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T17:29:25,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T18:30:12,NTPC/IND/2025/LV-CABLE/003,Low Voltage (440V) Control Cables for Industrial Plant - 10 KM,"NTPC Limited, Dadri Plant, Uttar Pradesh",5000000.0,2025-12-15T17:00:00Z,,0.550,0.830,0.830,General,440v,10.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T19:31:12,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T20:31:53,NTPC/IND/2025/LV-CABLE/003,Low Voltage (440V) Control Cables for Industrial Plant - 10 KM,"NTPC Limited, Dadri Plant, Uttar Pradesh",5000000.0,2025-12-15T17:00:00Z,,0.550,0.830,0.830,General,440v,10.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T21:32:45,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T22:55:58,NTPC/IND/2025/LV-CABLE/003,Low Voltage (440V) Control Cables for Industrial Plant - 10 KM,"NTPC Limited, Dadri Plant, Uttar Pradesh",5000000.0,2025-12-15T17:00:00Z,,0.550,0.830,0.830,General,440v,10.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-16T23:57:47,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-17T00:59:07,NTPC/IND/2025/LV-CABLE/003,Low Voltage (440V) Control Cables for Industrial Plant - 10 KM,"NTPC Limited, Dadri Plant, Uttar Pradesh",5000000.0,2025-12-15T17:00:00Z,,0.550,0.830,0.830,General,440v,10.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-17T02:00:01,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-17T09:19:00,NTPC/IND/2025/LV-CABLE/003,Low Voltage (440V) Control Cables for Industrial Plant - 10 KM,"NTPC Limited, Dadri Plant, Uttar Pradesh",5000000.0,2025-12-15T17:00:00Z,,0.550,0.830,0.830,General,440v,10.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-17T10:20:27,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-17T11:27:28,NTPC/IND/2025/LV-CABLE/003,Low Voltage (440V) Control Cables for Industrial Plant - 10 KM,"NTPC Limited, Dadri Plant, Uttar Pradesh",5000000.0,2025-12-15T17:00:00Z,,0.550,0.830,0.830,General,440v,10.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-17T12:28:12,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-17T13:29:04,NTPC/IND/2025/LV-CABLE/003,Low Voltage (440V) Control Cables for Industrial Plant - 10 KM,"NTPC Limited, Dadri Plant, Uttar Pradesh",5000000.0,2025-12-15T17:00:00Z,,0.550,0.830,0.830,General,440v,10.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-17T16:45:05,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-17T22:56:41,NTPC/SCM/2025/11KV-CABLE/002,Supply of 11 kV XLPE Armored Underground Cables - 350 KM,"NTPC Limited, New Delhi",18500000.0,2026-02-15T15:00:00Z,,0.550,0.830,0.830,XLPE,11 kv,350.0,3-core,Armored,Copper,XLPE,IS 7098
2025-11-17T23:58:02,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-18T00:59:29,NTPC/SCM/2025/11KV-CABLE/002,Supply of 11 kV XLPE Armored Underground Cables - 350 KM,"NTPC Limited, New Delhi",18500000.0,2026-02-15T15:00:00Z,,0.550,0.830,0.830,XLPE,11 kv,350.0,3-core,Armored,Copper,XLPE,IS 7098
2025-11-18T02:00:34,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-18T03:01:49,NTPC/SCM/2025/11KV-CABLE/002,Supply of 11 kV XLPE Armored Underground Cables - 350 KM,"NTPC Limited, New Delhi",18500000.0,2026-02-15T15:00:00Z,,0.550,0.830,0.830,XLPE,11 kv,350.0,3-core,Armored,Copper,XLPE,IS 7098
2025-11-18T04:02:35,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-18T10:08:14,NTPC/SCM/2025/11KV-CABLE/002,Supply of 11 kV XLPE Armored Underground Cables - 350 KM,"NTPC Limited, New Delhi",18500000.0,2026-02-15T15:00:00Z,,0.550,0.830,0.830,XLPE,11 kv,350.0,3-core,Armored,Copper,XLPE,IS 7098
2025-11-18T11:09:03,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-18T12:09:45,NTPC/SCM/2025/11KV-CABLE/002,Supply of 11 kV XLPE Armored Underground Cables - 350 KM,"NTPC Limited, New Delhi",18500000.0,2026-02-15T15:00:00Z,,0.550,0.830,0.830,XLPE,11 kv,350.0,3-core,Armored,Copper,XLPE,IS 7098
2025-11-18T13:10:30,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-18T14:11:10,NTPC/SCM/2025/11KV-CABLE/002,Supply of 11 kV XLPE Armored Underground Cables - 350 KM,"NTPC Limited, New Delhi",18500000.0,2026-02-15T15:00:00Z,,0.550,0.830,0.830,XLPE,11 kv,350.0,3-core,Armored,Copper,XLPE,IS 7098
2025-11-19T01:44:46,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-11-19T03:24:10,NTPC/SCM/2025/11KV-CABLE/002,Supply of 11 kV XLPE Armored Underground Cables - 350 KM,"NTPC Limited, New Delhi",18500000.0,2026-02-15T15:00:00Z,,0.550,0.830,0.830,XLPE,11 kv,350.0,3-core,Armored,Copper,XLPE,IS 7098
2025-11-19T04:24:53,PGCIL/2025/CABLE/33KV/001,Supply of 33 kV XLPE Distribution Cables - 500 KM,"Power Grid Corporation of India Limited, Delhi",125000000.0,2026-01-25T17:30:00Z,,0.750,0.875,0.875,XLPE,33 kv,500.0,3-core,Unarmored,Copper,XLPE,IS 7098
2025-12-13T15:40:27,SEB-maharashtra-71758,"Procurement of 11 KV and 22 KV, 630 KVA Distribution Transformers against e-tender no. MMD/T-HTM1-28/1225December 9, 2025, 5:44 pmView this",Maharashtra Electricity Board,0,,,0.550,0.720,0.720,General,11 kv,,3-core,Unarmored,Copper,XLPE,IS 7098
2025-12-13T15:50:14,SEB-maharashtra-29623,"Procurement of 11 KV and 22 KV, 630 KVA Distribution Transformers against e-tender no. MMD/T-HTM1-28/1225December 9, 2025, 5:44 pmView this",Maharashtra Electricity Board,0,,,0.550,0.720,0.720,General,11 kv,,3-core,Unarmored,Copper,XLPE,IS 7098
2025-12-13T16:07:37,SEB-maharashtra-35719,"Procurement of 11 KV and 22 KV, 630 KVA Distribution Transformers against e-tender no. MMD/T-HTM1-28/1225December 9, 2025, 5:44 pmView this",Maharashtra Electricity Board,0,,,0.550,0.720,0.720,General,11 kv,,3-core,Unarmored,Copper,XLPE,IS 7098
2025-12-13T16:11:00,SEB-maharashtra-89709,"Procurement of 11 KV and 22 KV, 630 KVA Distribution Transformers against e-tender no. MMD/T-HTM1-28/1225December 9, 2025, 5:44 pmView this",Maharashtra Electricity Board,0,,,0.550,0.720,0.720,General,11 kv,,3-core,Unarmored,Copper,XLPE,IS 7098
2025-12-17T21:51:14,SEB-maharashtra-95521,"Procurement of 11 KV and 22 KV, 630 KVA Distribution Transformers against e-tender no. MMD/T-HTM1-28/1225December 9, 2025, 5:44 pmView this",Maharashtra Electricity Board,0,,,0.550,0.720,0.720,General,11 kv,,3-core,Unarmored,Copper,XLPE,IS 7098
